Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
182,"Z Shi, TM Hospedales, T Xiang","Transferring a semantic representation for person re-identification and search",2015,"Proceedings of the IEEE …","cv-foundation.org","https://www.cv-foundation.org/openaccess/content_cvpr_2015/html/Shi_Transferring_a_Semantic_2015_CVPR_paper.html","https://scholar.google.com/scholar?cites=11858412860643383257&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-02-26 15:55:41","","","","",,,,,182,36.40,61,3,5,"Learning semantic attributes for person re-identification and description-based person search has gained increasing interest due to attributes' great potential as a pose and view-invariant representation. However, existing attribute-centric approaches have thus far …"
175,"SZ Chen, CC Guo, JH Lai","Deep ranking for person re-identification via joint representation learning",2016,"IEEE Transactions on Image …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7439828/","https://scholar.google.com/scholar?cites=7697497415240936152&as_sdt=2005&sciodt=0,5&hl=en",51,"2020-02-26 15:55:41","","","","",,,,,175,43.75,58,3,4,"This paper proposes a novel approach to person re-identification, a fundamental task in distributed multi-camera surveillance systems. Although a variety of powerful algorithms have been presented in the past few years, most of them usually focus on designing hand …"
175,"K Liu, B Ma, W Zhang, R Huang","A spatio-temporal appearance representation for viceo-based pedestrian re-identification",2015,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_iccv_2015/html/Liu_A_Spatio-Temporal_Appearance_ICCV_2015_paper.html","https://scholar.google.com/scholar?cites=18214623512303321609&as_sdt=2005&sciodt=0,5&hl=en",58,"2020-02-26 15:55:41","","","","",,,,,175,35.00,44,4,5,"Pedestrian re-identification is a difficult problem due to the large variations in a person's appearance caused by different poses and viewpoints, illumination changes, and occlusions. Spatial alignment is commonly used to address these issues by treating the …"
171,"H Fan, L Zheng, C Yan, Y Yang","Unsupervised person re-identification: Clustering and fine-tuning",2018,"ACM Transactions on Multimedia …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3243316","https://scholar.google.com/scholar?cites=941112318921763&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-02-26 15:55:41","","","","",,,,,171,85.50,43,4,2,"The superiority of deeply learned pedestrian representations has been reported in very recent literature of person re-identification (re-ID). In this article, we consider the more pragmatic issue of learning a deep feature with no or only a few labels. We propose a …"
167,"M Geng, Y Wang, T Xiang, Y Tian","Deep transfer learning for person re-identification",2016,"arXiv preprint arXiv:1611.05244","arxiv.org","https://arxiv.org/abs/1611.05244","https://scholar.google.com/scholar?cites=3339740530513307001&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-02-26 15:55:41","","","","",,,,,167,41.75,42,4,4,"Person re-identification (Re-ID) poses a unique challenge to deep learning: how to learn a deep model with millions of parameters on a small training set of few or no labels. In this paper, a number of deep transfer learning models are proposed to address the data sparsity …"
165,"S Tang, M Andriluka, B Andres, ...","Multiple people tracking by lifted multicut and person re-identification",2017,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2017/html/Tang_Multiple_People_Tracking_CVPR_2017_paper.html","https://scholar.google.com/scholar?cites=15533250553525552602&as_sdt=2005&sciodt=0,5&hl=en",65,"2020-02-26 15:55:41","","","","",,,,,165,55.00,41,4,3,"Tracking multiple persons in a monocular video of a crowded scene is a challenging task. Humans can master it even if they loose track of a person locally by re-identifying the same person based on their appearance. Care must be taken across long distances, as similar …"
162,"Z Zhou, Y Huang, W Wang, ...","See the forest for the trees: Joint spatial and temporal recurrent neural networks for video-based person re-identification",2017,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2017/html/Zhou_See_the_Forest_CVPR_2017_paper.html","https://scholar.google.com/scholar?cites=9473997489770572987&as_sdt=2005&sciodt=0,5&hl=en",102,"2020-02-26 15:55:41","","","","",,,,,162,54.00,41,4,3,"Surveillance cameras have been widely used in different scenes. Accordingly, a demanding need is to recognize a person under different cameras, which is called person re-identification. This topic has gained increasing interests in computer vision recently …"
159,"X Chang, TM Hospedales, ...","Multi-level factorisation net for person re-identification",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Chang_Multi-Level_Factorisation_Net_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=15741414243940484085&as_sdt=2005&sciodt=0,5&hl=en",56,"2020-02-26 15:55:41","","","","",,,,,159,79.50,53,3,2,"Key to effective person re-identification (Re-ID) is modelling discriminative and view-invariant factors of person appearance at both high and low semantic levels. Recently developed deep Re-ID models either learn a holistic single semantic level feature …"
159,"YC Chen, X Zhu, WS Zheng, ...","Person re-identification by camera correlation aware feature augmentation",2017,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7849147/","https://scholar.google.com/scholar?cites=12785612054446603350&as_sdt=2005&sciodt=0,5&hl=en",66,"2020-02-26 15:55:41","","","","",,,,,159,53.00,40,4,3,"The challenge of person re-identification (re-id) is to match individual images of the same person captured by different nonoverlapping camera views against significant and unknown cross-view feature distortion. While a large number of distance metric/subspace learning …"
158,"X Zhang, H Luo, X Fan, W Xiang, Y Sun, Q Xiao, ...","Alignedreid: Surpassing human-level performance in person re-identification",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1711.08184","https://scholar.google.com/scholar?cites=15902219498016265310&as_sdt=2005&sciodt=0,5&hl=en",69,"2020-02-26 15:55:41","","","","",,,,,158,52.67,23,7,3,"In this paper, we propose a novel method called AlignedReID that extracts a global feature which is jointly learned with local features. Global feature learning benefits greatly from local feature learning, which performs an alignment/matching by calculating the shortest path …"
156,"Y Zhang, B Li, H Lu, A Irie, ...","Sample-specific svm learning for person re-identification",2016,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2016/html/Zhang_Sample-Specific_SVM_Learning_CVPR_2016_paper.html","https://scholar.google.com/scholar?cites=3186667548285691432&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-02-26 15:55:41","","","","",,,,,156,39.00,31,5,4,"Person re-identification addresses the problem of matching people across disjoint camera views and extensive efforts have been made to seek either the robust feature representation or the discriminative matching metrics. However, most existing approaches focus on …"
154,"T Wang, S Gong, X Zhu, S Wang","Person re-identification by discriminative selection in video ranking",2016,"IEEE transactions on pattern …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7393860/","https://scholar.google.com/scholar?cites=9944591201180030734&as_sdt=2005&sciodt=0,5&hl=en",59,"2020-02-26 15:55:41","","","","",,,,,154,38.50,39,4,4,"Current person re-identification (ReID) methods typically rely on single-frame imagery features, whilst ignoring space-time information from image sequences often available in the practical surveillance scenarios. Single-frame (single-shot) based visual appearance …"
153,"L Wu, C Shen, A Hengel","Personnet: Person re-identification with deep convolutional neural networks",2016,"arXiv preprint arXiv:1601.07255","arxiv.org","https://arxiv.org/abs/1601.07255","https://scholar.google.com/scholar?cites=2774237410443782156&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-02-26 15:55:41","","","","",,,,,153,38.25,51,3,4,"In this paper, we propose a deep end-to-end neu-ral network to simultaneously learn high-level features and a corresponding similarity metric for person re-identification. The network takes a pair of raw RGB images as input, and outputs a similarity value indicating whether …"
153,"M Saquib Sarfraz, A Schumann, ...","A pose-sensitive embedding for person re-identification with expanded cross neighborhood re-ranking",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Sarfraz_A_Pose-Sensitive_Embedding_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=15452996230207104433&as_sdt=2005&sciodt=0,5&hl=en",63,"2020-02-26 15:55:41","","","","",,,,,153,76.50,51,3,2,"Person re-identification is a challenging retrieval task that requires matching a person's acquired image across non-overlapping camera views. In this paper we propose an effective approach that incorporates both the fine and coarse pose information of the person to learn …"
153,"XY Jing, X Zhu, F Wu, X You, Q Liu, ...","Super-resolution person re-identification with semi-coupled low-rank discriminant dictionary learning",2015,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2015/html/Jing_Super-Resolution_Person_Re-Identification_2015_CVPR_paper.html","https://scholar.google.com/scholar?cites=3976393619628369901&as_sdt=2005&sciodt=0,5&hl=en",72,"2020-02-26 15:55:41","","","","",,,,,153,30.60,26,6,5,"Person re-identification has been widely studied due to its importance in surveillance and forensics applications. In practice, gallery images are high-resolution (HR) while probe images are usually low-resolution (LR) in the identification scenarios with large variation of …"
151,"S Karanam, Y Li, RJ Radke","Person re-identification with discriminatively trained viewpoint invariant dictionaries",2015,"Proceedings of the IEEE …","cv-foundation.org","https://www.cv-foundation.org/openaccess/content_iccv_2015/html/Karanam_Person_Re-Identification_With_ICCV_2015_paper.html","https://scholar.google.com/scholar?cites=8171033890082431181&as_sdt=2005&sciodt=0,5&hl=en",54,"2020-02-26 15:55:41","","","","",,,,,151,30.20,50,3,5,"This paper introduces a new approach to address the person re-identification problem in cameras with non-overlapping fields of view. Unlike previous approaches that learn Mahalanobis-like distance metrics in some transformed feature space, we propose to learn a …"
150,"J Wang, X Zhu, S Gong, W Li","Transferable joint attribute-identity deep learning for unsupervised person re-identification",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Wang_Transferable_Joint_Attribute-Identity_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=12368524567864784440&as_sdt=2005&sciodt=0,5&hl=en",71,"2020-02-26 15:55:41","","","","",,,,,150,75.00,38,4,2,"Most existing person re-identification (re-id) methods require supervised model learning from a separate large set of pairwise labelled training data for every single camera pair. This significantly limits their scalability and usability in real-world large scale deployments with …"
148,"HX Yu, A Wu, WS Zheng","Cross-view asymmetric metric learning for unsupervised person re-identification",2017,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_iccv_2017/html/Yu_Cross-View_Asymmetric_Metric_ICCV_2017_paper.html","https://scholar.google.com/scholar?cites=3713641048626785572&as_sdt=2005&sciodt=0,5&hl=en",68,"2020-02-26 15:55:41","","","","",,,,,148,49.33,49,3,3,"While metric learning is important for Person re-identification (RE-ID), a significant problem in visual surveillance for cross-view pedestrian matching, existing metric models for RE-ID are mostly based on supervised learning that requires quantities of labeled samples in all …"
